fileName,maxDistence,minDistence,maxRating,minRating,webpullstatus,CategoryAlias,City,Latitude,Longitude,MaxQtyVotes,MinQtyVotes,PotentialMatches
BusinessSearchResults--San Francisco CA--fashion.json,4.858999420906091E+04,6.069244792928205E+02,4.5E+00,1.5E+00,200,fashion,San Francisco CA,3.77749E+01,-1.224194E+02,1279,378,2700
BusinessSearchResults--San Francisco CA--flowers.json,7.693989816852426E+04,2.688823764164721E+02,5E+00,1.5E+00,200,flowers,San Francisco CA,3.77749E+01,-1.224194E+02,1588,157,991
BusinessSearchResults--San Francisco CA--homeandgarden.json,4.3258969490529926E+04,9.144966579224016E+02,4.5E+00,1.5E+00,200,homeandgarden,San Francisco CA,3.77749E+01,-1.224194E+02,2397,456,2900
BusinessSearchResults--San Francisco CA--sportgoods.json,4.8644861245580105E+04,6.568197103916868E+02,5E+00,2E+00,200,sportgoods,San Francisco CA,3.77749E+01,-1.224194E+02,1279,256,639
BusinessSearchResults--Austin TX--active.json,7.435507287303811E+04,5.835719465433355E+02,5E+00,2E+00,200,active,Austin TX,3.02672E+01,-9.77431E+01,958,223,2500
BusinessSearchResults--Austin TX--fitness.json,3.0825543474619113E+04,1.3885421957814856E+02,5E+00,2E+00,200,fitness,Austin TX,3.02672E+01,-9.77431E+01,350,86,1300
BusinessSearchResults--Austin TX--arts.json,3.7627740521543485E+04,1.7693330945222564E+02,4.5E+00,1.5E+00,200,arts,Austin TX,3.02672E+01,-9.77431E+01,1934,281,960
BusinessSearchResults--Austin TX--movietheaters.json,4.646291214039301E+04,5.095490368255263E+02,5E+00,2E+00,200,movietheaters,Austin TX,3.02672E+01,-9.77431E+01,865,5,48
BusinessSearchResults--Austin TX--museums.json,2.8718030362649326E+04,3.1673435765072472E+01,5E+00,2.5E+00,200,museums,Austin TX,3.02672E+01,-9.77431E+01,355,1,42
BusinessSearchResults--Austin TX--wineries.json,1.1152493113895578E+05,7.782710666613476E+02,5E+00,2.5E+00,200,wineries,Austin TX,3.02672E+01,-9.77431E+01,344,6,48
BusinessSearchResults--Austin TX--social_clubs.json,2.034525585055075E+04,4.2030948616940755E+01,5E+00,1E+00,200,social_clubs,Austin TX,3.02672E+01,-9.77431E+01,449,1,38
BusinessSearchResults--Austin TX--auto.json,3.656792698427643E+04,3.724560029524917E+02,5E+00,2E+00,200,auto,Austin TX,3.02672E+01,-9.77431E+01,1429,324,3600
BusinessSearchResults--Austin TX--beautysvc.json,2.5873874149890213E+04,3.067175388281413E+02,5E+00,3E+00,200,beautysvc,Austin TX,3.02672E+01,-9.77431E+01,828,290,3800
BusinessSearchResults--Austin TX--hair.json,2.9504067117352537E+04,8.506043428888604E+02,5E+00,2.5E+00,200,hair,Austin TX,3.02672E+01,-9.77431E+01,828,157,1500
BusinessSearchResults--Austin TX--othersalons.json,3.0730582567919515E+04,4.682487490903387E+02,4.5E+00,2E+00,200,othersalons,Austin TX,3.02672E+01,-9.77431E+01,663,183,602
BusinessSearchResults--Austin TX--tanning.json,1.1233636593613555E+05,1.6192713018546094E+03,5E+00,2E+00,200,tanning,Austin TX,3.02672E+01,-9.77431E+01,283,16,96
BusinessSearchResults--Austin TX--education.json,3.721783325274538E+04,3.223362487918961E+02,5E+00,1.5E+00,200,education,Austin TX,3.02672E+01,-9.77431E+01,428,56,1300
BusinessSearchResults--Austin TX--artclasses.json,4.897732135010886E+04,1.6990172169130765E+03,5E+00,2.5E+00,200,artclasses,Austin TX,3.02672E+01,-9.77431E+01,198,4,70
BusinessSearchResults--Austin TX--specialtyschools.json,4.666796473397554E+04,3.223362487918961E+02,5E+00,1.5E+00,200,specialtyschools,Austin TX,3.02672E+01,-9.77431E+01,427,40,469
BusinessSearchResults--Austin TX--eventservices.json,3.2182747398156036E+04,1.677569724722029E+02,5E+00,2.5E+00,200,eventservices,Austin TX,3.02672E+01,-9.77431E+01,3195,296,3000
BusinessSearchResults--Austin TX--photographers.json,6.992454255505087E+04,6.440913138183583E+00,5E+00,1.5E+00,200,photographers,Austin TX,3.02672E+01,-9.77431E+01,117,22,808
BusinessSearchResults--Austin TX--financialservices.json,2.365839402932628E+04,1.2632506323804132E+02,5E+00,1E+00,200,financialservices,Austin TX,3.02672E+01,-9.77431E+01,138,36,1500
BusinessSearchResults--Austin TX--insurance.json,3.544045164170152E+04,4.2030948616940755E+01,5E+00,1E+00,200,insurance,Austin TX,3.02672E+01,-9.77431E+01,138,13,577
BusinessSearchResults--Austin TX--banks.json,2.7674919084279056E+04,1.2500776542430941E+02,4.5E+00,1E+00,200,banks,Austin TX,3.02672E+01,-9.77431E+01,92,23,395
BusinessSearchResults--Austin TX--health.json,3.3647910154712124E+04,1.403596730628457E+03,5E+00,2E+00,200,health,Austin TX,3.02672E+01,-9.77431E+01,500,170,6600
BusinessSearchResults--Austin TX--c_and_mh.json,2.9899182796346553E+05,1.766479833470805E+03,5E+00,1.5E+00,200,c_and_mh,Austin TX,3.02672E+01,-9.77431E+01,124,12,432
BusinessSearchResults--Austin TX--dentists.json,3.3647910154712124E+04,2.704466428505827E+03,5E+00,1.5E+00,200,dentists,Austin TX,3.02672E+01,-9.77431E+01,353,82,1000
BusinessSearchResults--Austin TX--physicians.json,2.9899182796346553E+05,2.0512304513561817E+03,5E+00,2E+00,200,physicians,Austin TX,3.02672E+01,-9.77431E+01,476,106,2300
BusinessSearchResults--Austin TX--medcenters.json,4.1288650655231E+04,3.0205962365598534E+03,4E+00,1.5E+00,200,medcenters,Austin TX,3.02672E+01,-9.77431E+01,252,36,205
BusinessSearchResults--Austin TX--homeservices.json,3.6245683339888674E+04,3.724560029524917E+02,5E+00,1E+00,200,homeservices,Austin TX,3.02672E+01,-9.77431E+01,1262,269,13300
BusinessSearchResults--Austin TX--contractors.json,3.465984261596689E+04,2.6486947573245E+02,5E+00,2E+00,200,contractors,Austin TX,3.02672E+01,-9.77431E+01,108,29,1500
BusinessSearchResults--Austin TX--electricians.json,7.037677191376007E+04,3.4409268416411956E+03,5E+00,2.5E+00,200,electricians,Austin TX,3.02672E+01,-9.77431E+01,418,31,373
BusinessSearchResults--Austin TX--painters.json,5.054172038528755E+04,6.440913138183583E+00,5E+00,4E+00,200,painters,Austin TX,3.02672E+01,-9.77431E+01,258,29,570
BusinessSearchResults--Austin TX--plumbing.json,1.1012383989267371E+05,2.9062064824227273E+03,5E+00,1.5E+00,200,plumbing,Austin TX,3.02672E+01,-9.77431E+01,615,92,499
BusinessSearchResults--Austin TX--hotelstravel.json,7.435507287303811E+04,1.677569724722029E+02,5E+00,1E+00,200,hotelstravel,Austin TX,3.02672E+01,-9.77431E+01,1660,246,1200
BusinessSearchResults--Austin TX--tours.json,7.435507287303811E+04,3.28891177214564E+01,5E+00,3E+00,200,tours,Austin TX,3.02672E+01,-9.77431E+01,505,36,193
BusinessSearchResults--Austin TX--transport.json,2.9599308263449955E+04,2.149481904770889E+02,5E+00,1E+00,200,transport,Austin TX,3.02672E+01,-9.77431E+01,333,38,261
BusinessSearchResults--Austin TX--localflavor.json,3.410134595003399E+04,6.440913138183583E+00,5E+00,1.5E+00,200,localflavor,Austin TX,3.02672E+01,-9.77431E+01,146,4,91
BusinessSearchResults--Austin TX--localservices.json,4.385674517818081E+04,3.0343098115009127E+02,5E+00,1E+00,200,localservices,Austin TX,3.02672E+01,-9.77431E+01,569,214,4700
BusinessSearchResults--Austin TX--massmedia.json,2.2766027945785572E+04,2.0452655866634584E+02,5E+00,1E+00,200,massmedia,Austin TX,3.02672E+01,-9.77431E+01,282,5,113
BusinessSearchResults--Austin TX--nightlife.json,3.0686575003518752E+04,2.0853466639088128E+02,4.5E+00,3E+00,200,nightlife,Austin TX,3.02672E+01,-9.77431E+01,5580,834,1200
BusinessSearchResults--Austin TX--bars.json,3.0686575003518752E+04,2.0853466639088128E+02,4.5E+00,3E+00,200,bars,Austin TX,3.02672E+01,-9.77431E+01,5580,834,1000
BusinessSearchResults--Austin TX--danceclubs.json,4.001957521412463E+04,4.2030948616940755E+01,5E+00,2E+00,200,danceclubs,Austin TX,3.02672E+01,-9.77431E+01,491,2,50
BusinessSearchResults--Austin TX--pets.json,3.0874549929681434E+04,7.318553334440383E+02,5E+00,2.5E+00,200,pets,Austin TX,3.02672E+01,-9.77431E+01,409,147,1100
BusinessSearchResults--Austin TX--petservices.json,3.2446693139100098E+04,7.318553334440383E+02,5E+00,2E+00,200,petservices,Austin TX,3.02672E+01,-9.77431E+01,327,108,771
BusinessSearchResults--Austin TX--petstore.json,1.082913511934774E+05,1.3826798748420863E+03,5E+00,2E+00,200,petstore,Austin TX,3.02672E+01,-9.77431E+01,198,57,134
BusinessSearchResults--Austin TX--professional.json,3.6217790470408356E+04,5.7415664811719644E+01,5E+00,1E+00,200,professional,Austin TX,3.02672E+01,-9.77431E+01,382,47,2900
BusinessSearchResults--Austin TX--lawyers.json,3.397197438903401E+04,3.032761611395605E+02,5E+00,2E+00,200,lawyers,Austin TX,3.02672E+01,-9.77431E+01,64,18,803
BusinessSearchResults--Austin TX--publicservicesgovt.json,3.5613335437117035E+04,4.3077589322433204E+02,4.5E+00,1E+00,200,publicservicesgovt,Austin TX,3.02672E+01,-9.77431E+01,526,42,306
BusinessSearchResults--Austin TX--realestate.json,2.362071044416997E+04,9.741023678015998E+02,5E+00,1E+00,200,realestate,Austin TX,3.02672E+01,-9.77431E+01,560,95,3800
BusinessSearchResults--Austin TX--realestateagents.json,3.048623630382103E+04,7.464377338195026E+02,5E+00,2E+00,200,realestateagents,Austin TX,3.02672E+01,-9.77431E+01,560,34,1400
BusinessSearchResults--Austin TX--realestatesvcs.json,9.246275148356026E+04,3.722543215439816E+02,5E+00,1E+00,200,realestatesvcs,Austin TX,3.02672E+01,-9.77431E+01,250,29,740
BusinessSearchResults--Austin TX--shopping.json,3.2708162565647624E+04,3.0343098115009127E+02,5E+00,1E+00,200,shopping,Austin TX,3.02672E+01,-9.77431E+01,2102,245,5000
BusinessSearchResults--Austin TX--artsandcrafts.json,3.2703880074686214E+04,2.3470533430900116E+02,5E+00,2.5E+00,200,artsandcrafts,Austin TX,3.02672E+01,-9.77431E+01,721,34,252
BusinessSearchResults--Austin TX--media.json,2.994230102111455E+04,1.545173889390397E+02,4.5E+00,2.5E+00,200,media,Austin TX,3.02672E+01,-9.77431E+01,510,27,104
BusinessSearchResults--Austin TX--fashion.json,3.304661607316485E+04,1.10592973646127E+03,5E+00,1.5E+00,200,fashion,Austin TX,3.02672E+01,-9.77431E+01,368,108,972
BusinessSearchResults--Austin TX--flowers.json,2.744127965101613E+04,1.545173889390397E+02,5E+00,1E+00,200,flowers,Austin TX,3.02672E+01,-9.77431E+01,2102,44,307
BusinessSearchResults--Austin TX--homeandgarden.json,4.465984978099292E+04,1.197726512333516E+03,5E+00,1.5E+00,200,homeandgarden,Austin TX,3.02672E+01,-9.77431E+01,843,124,1100
BusinessSearchResults--Austin TX--sportgoods.json,3.4161547238075174E+04,6.010110210214441E+02,5E+00,2E+00,200,sportgoods,Austin TX,3.02672E+01,-9.77431E+01,326,47,195
BusinessSearchResults--Chicago IL--active.json,4.094481460145275E+04,7.074188374648854E+02,5E+00,2E+00,200,active,Chicago IL,4.18781E+01,-8.76298E+01,1989,250,5000
BusinessSearchResults--Chicago IL--fitness.json,4.1961559412351555E+04,7.77793089292422E+02,4.5E+00,2E+00,200,fitness,Chicago IL,4.18781E+01,-8.76298E+01,577,154,2500
BusinessSearchResults--Chicago IL--arts.json,3.833260572251606E+04,5.136738735049431E+02,5E+00,2.5E+00,200,arts,Chicago IL,4.18781E+01,-8.76298E+01,2110,546,2500
BusinessSearchResults--Chicago IL--movietheaters.json,4.30145181948467E+04,6.713764666150049E+02,5E+00,2E+00,200,movietheaters,Chicago IL,4.18781E+01,-8.76298E+01,1072,94,107
BusinessSearchResults--Chicago IL--museums.json,4.106482530605145E+04,2.587418331806598E+02,5E+00,3E+00,200,museums,Chicago IL,4.18781E+01,-8.76298E+01,2110,35,162
BusinessSearchResults--Chicago IL--wineries.json,1.2810971588304613E+05,1.9912714338294131E+03,5E+00,2E+00,200,wineries,Chicago IL,4.18781E+01,-8.76298E+01,817,1,33
BusinessSearchResults--Chicago IL--social_clubs.json,4.9192817775245785E+04,2.0204900381559327E+01,5E+00,1.5E+00,200,social_clubs,Chicago IL,4.18781E+01,-8.76298E+01,239,2,99
BusinessSearchResults--Chicago IL--auto.json,4.498774390032658E+04,8.704922959476122E+02,5E+00,1E+00,200,auto,Chicago IL,4.18781E+01,-8.76298E+01,1605,312,8100
BusinessSearchResults--Chicago IL--beautysvc.json,2.7311350381561213E+04,7.886376308214008E+02,5E+00,2E+00,200,beautysvc,Chicago IL,4.18781E+01,-8.76298E+01,1183,381,9500
BusinessSearchResults--Chicago IL--hair.json,4.396084466819418E+04,9.447261309260366E+02,5E+00,2.5E+00,200,hair,Chicago IL,4.18781E+01,-8.76298E+01,712,257,3600
BusinessSearchResults--Chicago IL--othersalons.json,4.204743047989455E+04,2.4758766671717106E+02,5E+00,3.5E+00,200,othersalons,Chicago IL,4.18781E+01,-8.76298E+01,578,261,2000
BusinessSearchResults--Chicago IL--tanning.json,4.897754059779511E+04,7.886376308214008E+02,5E+00,2E+00,200,tanning,Chicago IL,4.18781E+01,-8.76298E+01,577,71,241
BusinessSearchResults--Chicago IL--education.json,3.766770905388321E+04,2.6810857572469354E+02,5E+00,1.5E+00,200,education,Chicago IL,4.18781E+01,-8.76298E+01,404,78,3000
BusinessSearchResults--Chicago IL--artclasses.json,5.234771107706602E+04,5.284815886016934E+02,5E+00,3E+00,200,artclasses,Chicago IL,4.18781E+01,-8.76298E+01,136,10,129
BusinessSearchResults--Chicago IL--specialtyschools.json,4.033882451410575E+04,4.5064324683031487E+02,5E+00,3E+00,200,specialtyschools,Chicago IL,4.18781E+01,-8.76298E+01,404,63,971
BusinessSearchResults--Chicago IL--eventservices.json,3.847842434730263E+04,3.5275165840166125E+02,5E+00,2E+00,200,eventservices,Chicago IL,4.18781E+01,-8.76298E+01,4594,609,5500
BusinessSearchResults--Chicago IL--photographers.json,4.45501013512946E+04,8.440948388065186E+02,5E+00,2.5E+00,200,photographers,Chicago IL,4.18781E+01,-8.76298E+01,383,46,1300
BusinessSearchResults--Chicago IL--financialservices.json,4.933300828140833E+04,2.3333664365898258E+02,5E+00,1E+00,200,financialservices,Chicago IL,4.18781E+01,-8.76298E+01,1000,48,3900
BusinessSearchResults--Chicago IL--insurance.json,4.245483840386337E+04,3.535658985071708E+02,5E+00,1E+00,200,insurance,Chicago IL,4.18781E+01,-8.76298E+01,1000,25,1500
BusinessSearchResults--Chicago IL--banks.json,4.717331395507658E+04,2.3333664365898258E+02,4.5E+00,1.5E+00,200,banks,Chicago IL,4.18781E+01,-8.76298E+01,188,19,1100
BusinessSearchResults--Chicago IL--health.json,4.060329300981001E+04,6.047085331810571E+02,5E+00,2.5E+00,200,health,Chicago IL,4.18781E+01,-8.76298E+01,1183,222,15300
BusinessSearchResults--Chicago IL--c_and_mh.json,4.744732997060899E+04,9.217143181465715E+02,5E+00,1E+00,200,c_and_mh,Chicago IL,4.18781E+01,-8.76298E+01,181,17,780
BusinessSearchResults--Chicago IL--dentists.json,3.975683812944442E+04,4.258652393665148E+02,5E+00,2E+00,200,dentists,Chicago IL,4.18781E+01,-8.76298E+01,710,111,3400
BusinessSearchResults--Chicago IL--physicians.json,4.219867233429544E+04,4.257761728719657E+02,4.5E+00,1.5E+00,200,physicians,Chicago IL,4.18781E+01,-8.76298E+01,1068,100,5100
BusinessSearchResults--Chicago IL--medcenters.json,3.490251347504072E+04,5.67352254142725E+02,5E+00,1.5E+00,200,medcenters,Chicago IL,4.18781E+01,-8.76298E+01,343,51,628
BusinessSearchResults--Chicago IL--homeservices.json,4.102673383782099E+04,6.00021445291264E+02,5E+00,1E+00,200,homeservices,Chicago IL,4.18781E+01,-8.76298E+01,1264,388,22400
BusinessSearchResults--Chicago IL--contractors.json,7.565799423673826E+04,1.9665907780967495E+03,5E+00,1.5E+00,200,contractors,Chicago IL,4.18781E+01,-8.76298E+01,419,43,2800
BusinessSearchResults--Chicago IL--electricians.json,7.285905997227754E+04,1.5650578316981403E+03,5E+00,1.5E+00,200,electricians,Chicago IL,4.18781E+01,-8.76298E+01,1170,53,717
BusinessSearchResults--Chicago IL--painters.json,1.9175415445182982E+06,1.0059402325111599E+03,5E+00,2.5E+00,200,painters,Chicago IL,4.18781E+01,-8.76298E+01,307,41,1200
BusinessSearchResults--Chicago IL--plumbing.json,6.558874795734543E+04,4.0726098714341043E+02,5E+00,1.5E+00,200,plumbing,Chicago IL,4.18781E+01,-8.76298E+01,1170,124,1400
BusinessSearchResults--Chicago IL--hotelstravel.json,2.6450514926758628E+04,1.5195744862728398E+00,5E+00,1.5E+00,200,hotelstravel,Chicago IL,4.18781E+01,-8.76298E+01,3844,449,2900
BusinessSearchResults--Chicago IL--tours.json,2.173677632909082E+04,7.293023824214367E+01,5E+00,2E+00,200,tours,Chicago IL,4.18781E+01,-8.76298E+01,1672,87,235
BusinessSearchResults--Chicago IL--transport.json,3.891149737871312E+04,1.5195744862728398E+00,5E+00,1.5E+00,200,transport,Chicago IL,4.18781E+01,-8.76298E+01,2053,104,1200
BusinessSearchResults--Chicago IL--localflavor.json,3.405955729879399E+04,3.2990227308933214E+02,5E+00,1E+00,200,localflavor,Chicago IL,4.18781E+01,-8.76298E+01,865,10,209
BusinessSearchResults--Chicago IL--localservices.json,4.936940099870734E+04,4.4622492621222347E+02,5E+00,1E+00,200,localservices,Chicago IL,4.18781E+01,-8.76298E+01,2414,304,11200
BusinessSearchResults--Chicago IL--massmedia.json,3.655784761109897E+04,5.895112981420101E+02,5E+00,1.5E+00,200,massmedia,Chicago IL,4.18781E+01,-8.76298E+01,174,12,227
BusinessSearchResults--Chicago IL--nightlife.json,1.2146106460200259E+04,3.374731676685439E+02,4.5E+00,3.5E+00,200,nightlife,Chicago IL,4.18781E+01,-8.76298E+01,8091,1269,3200
BusinessSearchResults--Chicago IL--bars.json,1.2146106460200259E+04,3.374731676685439E+02,4.5E+00,3.5E+00,200,bars,Chicago IL,4.18781E+01,-8.76298E+01,8091,1263,2900
BusinessSearchResults--Chicago IL--danceclubs.json,4.238937161800786E+04,9.804278497173526E+02,4E+00,1.5E+00,200,danceclubs,Chicago IL,4.18781E+01,-8.76298E+01,760,22,93
BusinessSearchResults--Chicago IL--pets.json,4.192779857427029E+04,1.394304019289337E+03,5E+00,1.5E+00,200,pets,Chicago IL,4.18781E+01,-8.76298E+01,835,179,2100
BusinessSearchResults--Chicago IL--petservices.json,4.1958751439537766E+04,9.895939791215156E+02,5E+00,1.5E+00,200,petservices,Chicago IL,4.18781E+01,-8.76298E+01,835,151,1500
BusinessSearchResults--Chicago IL--petstore.json,4.1958751439537766E+04,1.0167052976348986E+03,5E+00,1.5E+00,200,petstore,Chicago IL,4.18781E+01,-8.76298E+01,354,90,320
BusinessSearchResults--Chicago IL--professional.json,4.260994378140649E+04,4.289281844650846E+02,5E+00,1E+00,200,professional,Chicago IL,4.18781E+01,-8.76298E+01,1264,99,6400
BusinessSearchResults--Chicago IL--lawyers.json,3.991022546225939E+04,7.228954318655127E+01,5E+00,1E+00,200,lawyers,Chicago IL,4.18781E+01,-8.76298E+01,121,25,2300
BusinessSearchResults--Chicago IL--publicservicesgovt.json,4.091199284508358E+04,1.0535876308193161E+02,4.5E+00,1E+00,200,publicservicesgovt,Chicago IL,4.18781E+01,-8.76298E+01,1437,99,1000
BusinessSearchResults--Chicago IL--realestate.json,4.2153592752626384E+04,5.402154055043909E+02,5E+00,1.5E+00,200,realestate,Chicago IL,4.18781E+01,-8.76298E+01,801,103,5100
BusinessSearchResults--Chicago IL--realestateagents.json,3.8670367557475474E+04,1.0619440126621291E+03,5E+00,2.5E+00,200,realestateagents,Chicago IL,4.18781E+01,-8.76298E+01,801,34,1900
BusinessSearchResults--Chicago IL--realestatesvcs.json,3.2249534857322018E+04,1.0619440126621291E+03,5E+00,1E+00,200,realestatesvcs,Chicago IL,4.18781E+01,-8.76298E+01,404,33,981
BusinessSearchResults--Chicago IL--shopping.json,5.1107692884766075E+04,5.0001328907313814E+02,5E+00,1.5E+00,200,shopping,Chicago IL,4.18781E+01,-8.76298E+01,2414,332,13900
BusinessSearchResults--Chicago IL--artsandcrafts.json,4.4946685751685785E+04,7.565483111224426E+02,5E+00,1E+00,200,artsandcrafts,Chicago IL,4.18781E+01,-8.76298E+01,350,71,640
BusinessSearchResults--Chicago IL--media.json,4.029319580110062E+04,2.2150021266626158E+02,5E+00,2.5E+00,200,media,Chicago IL,4.18781E+01,-8.76298E+01,510,63,371
BusinessSearchResults--Chicago IL--fashion.json,5.2023163083505235E+04,4.464709524923129E+02,4.5E+00,1.5E+00,200,fashion,Chicago IL,4.18781E+01,-8.76298E+01,755,170,2900
BusinessSearchResults--Chicago IL--flowers.json,4.457729031243855E+04,7.721522131185607E+01,5E+00,1E+00,200,flowers,Chicago IL,4.18781E+01,-8.76298E+01,853,99,1000
